diseases,molecules,sources
"[""analgesic activity""]",[],[]
"[""methicillin-resistant Staphylococcus aureus"", ""vancomycin-resistant enterococci""]","[""alkaloids"", ""flavonoids""]","[""bacteria""]"
"[""colorectal cancer""]",[],"[""plant""]"
"[""tuberculosis""]","[""alkaloid""]",[]
"[""lung cancer""]","[""alkaloids""]",[]
"[""Alzheimer's disease""]","[""polyketide"", ""lipopeptide""]",[]
[],[],"[""bacteria"", ""myxobacterium""]"
[],[],[]
"[""Dengue virus disease""]","[""sulfur"", ""chlorine"", ""bromine"", ""boron"", ""selenium""]",[]
[],"[""polyketide""]","[""biomolecules""]"
"[""cancer""]",[],"[""bacteria"", ""plant""]"
[],[],[]
"[""cancer"", ""pancreatic cancer""]","[""phenolic"", ""flavonoids""]","[""cyanobacteria"", ""plant""]"
"[""Staphylococcus aureus"", ""Escherichia coli"", ""Pseudomonas fluorescens"", ""Bacillus cereus"", ""Enterococcus faecalis""]",[],"[""plant""]"
"[""neoplastic disease"", ""inflammatory conditions"", ""cancer""]",[],"[""plant""]"
[],[],"[""microbes""]"
[],"[""polyketide""]",[]
"[""malaria""]","[""stilbenoid""]","[""fungus"", ""plant""]"
"[""breast cancer"", ""lung cancer""]","[""vanilloid""]","[""plant""]"
"[""inflammatory diseases""]","[""alkaloids"", ""terpenoids"", ""flavonoids"", ""steroids"", ""coumarins""]","[""plant"", ""bacteria""]"
"[""rheumatism"", ""malaria"", ""leishmaniasis"", ""pneumonia"", ""influenza"", ""coughs"", ""cardiac pains"", ""infertility""]","[""cyclic lipopeptide"", ""polyketide""]","[""plant""]"
[],[],[]
"[""cancer""]",[],[]
[],"[""xanthones""]","[""bacteria""]"
"[""breast cancer"", ""lung cancer"", ""prostate cancer"", ""colon cancer"", ""leukemia""]",[],"[""plant""]"
"[""lung adenocarcinoma"", ""breast adenocarcinoma"", ""fibrosarcoma"", ""leukemia""]","[""diterpenoids""]","[""marine""]"
[],[],"[""plant""]"
"[""HIV""]",[],"[""cyanobacterium"", ""alga""]"
[],[],[]
"[""cancer""]",[],[]
[],"[""alkaloid""]",[]
[],"[""alkaloid""]",[]
[],"[""cyclic lipodepsipeptide"", ""polyketide""]",[]
"[""MRSA""]","[""polyketide""]","[""bacteria""]"
[],"[""isoflavones"", ""isoflavanones""]","[""bacteria""]"
"[""metabolic syndrome""]",[],"[""plant""]"
[],"[""polyketide""]",[]
"[""cancer""]",[],"[""bacteria""]"
"[""MRSA""]",[],"[""bacteria""]"
[],[],"[""marine""]"
[],[],[]
"[""Alzheimer's disease""]",[],"[""bacteria"", ""plant""]"
"[""infectious diseases""]",[],"[""bacteria""]"
[],[],[]
"[""cancer"", ""Alzheimer's disease""]",[],"[""plant""]"
"[""malignant tumors"", ""oligodendrocyte progenitor cell""]",[],[]
[],"[""pyrazolo[4,3-c]pyridines"", ""pyrido[4,3-d]pyrimidines"", ""pyrido[3,2-c]-pyridines"", ""flavone"", ""coumarin""]",[]
"[""herpes simplex virus-1"", ""human immunodeficiency virus-1"", ""leukemia"", ""cancer""]",[],[]
[],"[""terpenoids""]",[]
"[""glioma"", ""cervical cancer"", ""breast cancer""]",[],"[""plant""]"
"[""cancer""]",[],[]
"[""malaria"", ""Chagas disease""]","[""flavonoid"", ""phenolic acid""]",[]
[],"[""limonoids""]","[""plant""]"
"[""MRSA"", ""S. aureus""]",[],"[""bacteria""]"
"[""visceral leishmaniasis""]","[""flavonoid""]","[""protozoan parasites""]"
"[""breast cancer"", ""colon cancer""]","[""cyclic peptides"", ""polyketide""]",[]
"[""cancer""]",[],[]
"[""atopic dermatitis""]",[],"[""plant""]"
"[""colon cancer"", ""breast cancer"", ""lung cancer"", ""prostate cancer"", ""skin cancer""]",[],[]
"[""antibiotic-resistant infections"", ""Enterobacteriaceae""]","[""alkaloid""]","[""bacteria""]"
"[""colorectal cancer""]","[""polyketide""]","[""plant""]"
[],[],"[""bacteria"", ""lichen"", ""plant""]"
[],"[""sesquiterpene lactones""]",[]
"[""Chagas disease""]",[],"[""plant""]"
"[""Alzheimer's disease"", ""Rheumatoid Arthritis"", ""Cancer"", ""Diabetes""]",[],"[""plant""]"
"[""antibiotic-resistant infections""]",[],"[""plant""]"
"[""lung cancer""]","[""alkaloid""]",[]
"[""osteoporosis"", ""arthritis"", ""periodontitis""]",[],"[""plant""]"
[],"[""alkaloid""]",[]
"[""leukemia"", ""melanoma""]","[""alkaloids""]",[]
"[""cancer"", ""ovarian cancer""]","[""phenolics""]","[""plant""]"
"[""breast cancer"", ""prostate cancer"", ""melanoma"", ""renal adenocarcinoma""]",[],"[""plant"", ""bacteria""]"
[],[],[]
[],"[""chalcones"", ""flavonoids""]",[]
"[""hepatocarcinoma"", ""cancer""]","[""cardiac glycosides"", ""bufadienolide""]","[""plant""]"
"[""cancer"", ""lymphoma""]","[""flavonoid""]","[""plant""]"
"[""topoisomerase II alpha""]","[""polyketide"", ""non-ribosomal peptide"", ""depsipeptide""]",[]
"[""neuroblastoma""]",[],"[""cyanobacteria"", ""cyanobacteria""]"
"[""cancer""]","[""polyketide""]",[]
"[""tuberculosis""]",[],"[""fungus""]"
"[""breast cancer""]",[],[]
"[""cancer"", ""pancreatic cancer"", ""leukaemia""]",[],[]
[],"[""steroidal saponin""]",[]
"[""colorectal cancer""]",[],"[""plant""]"
"[""herbivores"", ""pathogens""]",[],"[""plant""]"
[],"[""steroid""]","[""plant""]"
"[""Leishmaniasis"", ""visceral leishmaniasis""]",[],"[""plant""]"
[],[],[]
[],[],[]
"[""Alzheimer's disease""]",[],"[""plant""]"
"[""cancer"", ""multidrug-resistant cancer""]",[],[]
"[""cancer""]",[],"[""cyanobacterium""]"
[],[],"[""bacteria""]"
[],[],[]
[],[],[]
[],[],[]
[],"[""polyketide""]","[""bacteria"", ""marine microorganisms""]"
"[""fungal infections""]",[],"[""fungus"", ""bacteria""]"
[],"[""indole alkaloids"", ""bisindole alkaloids""]",[]
[],[],[]
"[""bacterial diseases"", ""fungal diseases"", ""viral diseases"", ""plant diseases"", ""nematode diseases""]",[],"[""bacteria"", ""fungi"", ""plant""]"
"[""liver cancer"", ""hepatocellular cancer""]","[""flavonoids"", ""alkaloids""]","[""plant""]"
"[""cancer"", ""AIDS""]",[],"[""plant""]"
[],[],[]
"[""microtubule binding"", ""antiproliferative activity""]",[],[]
[],[],"[""plant""]"
"[""pain"", ""psychiatric disorders"", ""neurological disorders""]","[""macrolides""]","[""plant""]"
[],"[""isocyanoditerpenes""]","[""bacteria""]"
"[""malaria""]",[],"[""nudibranch"", ""malaria parasites""]"
"[""Staphylococcus aureus"", ""Cryptococcus neoformans"", ""cancer"", ""HepG2"", ""HCT-116"", ""SH-SY5Y"", ""MCF-7"", ""A549""]","[""alkaloid""]","[""bacteria"", ""fungus""]"
"[""hepatitis B""]",[],"[""plant""]"
"[""malaria"", ""trypanosomiasis"", ""tuberculosis"", ""bacterial infections""]",[],"[""bacteria"", ""plant""]"
[],[],[]
"[""thrombocytopenia""]",[],"[""plant""]"
"[""candidiasis"", ""MRSA"", ""pseudomonas aeruginosa infection""]",[],"[""bacteria""]"
"[""HIV-1""]","[""macrocyclic lactones""]",[]
"[""cancer""]",[],[]
"[""Niemann-Pick disease type C""]",[],[]
[],"[""terpenoid""]","[""plant""]"
[],"[""chromanones"", ""xanthones""]",[]
[],[],[]
"[""leukemia"", ""lung cancer"", ""prostate cancer""]",[],[]
"[""breast cancer""]",[],[]
"[""methicillin-resistant Staphylococcus aureus"", ""Clostridium difficile"", ""Mycobacterium tuberculosis"", ""Neisseria gonorrhoeae"", ""carbapenem-resistant Enterobacteriaceae"", ""extended spectrum beta-lactamases"", ""Escherichia coli""]",[],[]
"[""cancer""]","[""alkaloids""]",[]
"[""leishmaniasis""]",[],"[""plant""]"
[],"[""polyketide""]",[]
"[""malaria""]",[],"[""snake"", ""bacteria""]"
[],"[""anthraquinone""]","[""animal"", ""bacteria""]"
"[""MRSA"", ""nosocomial infection""]",[],"[""bacteria"", ""actinobacterial""]"
"[""antibiotics""]",[],[]
[],[],"[""plant""]"
"[""Staphylococcus aureus"", ""Bacillus ticheniformis"", ""Bacillus subtilis"", ""Pseudomonas aeruginosa"", ""Salmonella typhimurium"", ""Escherichia coli""]","[""polyketide""]","[""microalgae"", ""bacteria""]"
"[""cancer"", ""bladder cancer"", ""mammary cancer"", ""breast cancer"", ""lung metastasis""]",[],"[""bacteria""]"
[],[],"[""bacteria""]"
"[""lung cancer""]",[],"[""plant""]"
"[""SARS-CoV-2 infection""]",[],[]
[],"[""xanthones""]","[""fungus""]"
[],"[""cyclic depsipeptides"", ""aurilide""]",[]
"[""cancer"", ""apoptosis""]","[""triterpene glycosides""]","[""cyanobacterium"", ""plant""]"
"[""cancer""]",[],"[""sea cucumber""]"
"[""cancer""]",[],"[""plant""]"
"[""dermatological ailments"", ""musculo-skeletal disorders"", ""pulmonary ailments"", ""jaundice"", ""hemorrhoids"", ""urinary ailments""]","[""flavonoids"", ""terpenoids"", ""alkaloids"", ""saponins"", ""cardiac glycosides"", ""phenols""]","[""plant""]"
"[""tuberculosis""]",[],"[""plant""]"
[],"[""limonoids""]","[""bacteria"", ""archaea""]"
"[""malaria""]","[""cyclolignans"", ""diterpenylnaphthohydroquinones""]","[""plant""]"
"[""osteosarcoma"", ""breast cancer"", ""colorectal cancer""]",[],[]
"[""antibacterial disease""]",[],[]
"[""Hepatocellular carcinoma""]",[],"[""plant""]"
"[""tuberculosis""]","[""flavonoid""]",[]
"[""type 2 diabetes mellitus""]","[""flavonoids"", ""tannins"", ""phenols""]","[""plant""]"
"[""Bacillus cereus"", ""Staphyllococcus aureus"", ""Aspergillus flavus"", ""Penicillium ochrochloron""]","[""xanthone""]","[""plant""]"
"[""Alzheimer's disease"", ""diabetes"", ""cancer"", ""chronic kidney disease"", ""chronic periodontitis"", ""infectious diseases"", ""rheumatoid arthritis""]","[""xanthone""]","[""plant""]"
"[""inflammatory breast cancer""]",[],[]
"[""analgesic activity"", ""edematogenic activity"", ""dermonecrotic activity"", ""hemolysis"", ""inflammation""]",[],"[""marine animals"", ""sea anemone""]"
"[""chondrosarcoma""]","[""bisindole alkaloid"", ""alkaloid""]","[""plant""]"
"[""malaria"", ""trypanosomiasis""]",[],"[""plant""]"
"[""breast cancer"", ""lung cancer"", ""liver cancer""]",[],[]
"[""pain"", ""depression"", ""drug abuse"", ""anxiety"", ""psychotic behaviors""]",[],[]
[],"[""diterpenoid""]","[""bacteria""]"
"[""acute lung injury""]",[],"[""plant""]"
"[""pain"", ""inflammation"", ""hypertension"", ""parasitic diseases"", ""anthelmintic"", ""amoebic"", ""bacterial"", ""bilharzia""]",[],"[""plant""]"
"[""indoleamine 2,3-dioxygenase""]",[],[]
"[""cancer""]","[""quinoxaline-type antibiotics""]",[]
"[""MRSA""]",[],"[""bacteria"", ""soil""]"
"[""inflammation"", ""cardiovascular diseases""]",[],[]
"[""central nervous system diseases""]",[],"[""plant"", ""snake""]"
[],"[""cytokinin nucleoside"", ""adenosine""]","[""plant""]"
"[""enterovirus 71""]","[""phenolic""]",[]
"[""colon cancer"", ""breast cancer"", ""prostate cancer"", ""lung cancer""]",[],"[""plant""]"
"[""myocardial infarction"", ""cardiovascular disease""]","[""terpenes"", ""alkaloids"", ""peptides"", ""polyketides""]","[""plant""]"
"[""plant pathogens"", ""phytopathogenic bacteria"", ""phytopathogenic fungi"", ""Magnaporthe oryzae"", ""Botrytis cinerea"", ""Pseudomonas syringae"", ""Ralstonia solanacearum""]","[""peptide""]","[""fungus"", ""bacteria"", ""plant""]"
"[""cancer""]",[],[]
"[""obesity"", ""cancer""]","[""gamma-butenolide"", ""xanthone""]",[]
"[""alpha-glucosidase deficiency"", ""type 2 diabetes""]",[],"[""fungus""]"
"[""hepatotoxicity""]","[""isoflavone""]","[""plant""]"
"[""Alzheimer's disease"", ""diabetic nephropathy"", ""osteoarthritis"", ""obesity"", ""acute myocardial infraction"", ""breast cancer"", ""lung cancer"", ""orthotopic bone tumor"", ""laryngeal cancer""]",[],"[""plant""]"
[],[],"[""plant""]"
"[""COVID-19""]","[""depsipeptides""]","[""bacteria"", ""plant""]"
"[""HIV-1"", ""cancer""]","[""polyketide""]","[""sponges""]"
"[""tumor cell migration""]",[],[]
"[""alpha-amylase"", ""alpha-glucosidase"", ""inflammatory""]",[],"[""marine sponge"", ""plant""]"
"[""cancer""]","[""diketopiperazine alkaloids"", ""ergosterol""]",[]
"[""antibacterial diseases"", ""antiprotozoal diseases""]",[],"[""fungus"", ""bacteria""]"
"[""lung cancer"", ""NSCLC""]","[""steroids""]",[]
[],"[""polyamine"", ""photosensitizer""]",[]
"[""cancer""]",[],[]
[],"[""alkaloids""]",[]
"[""malaria"", ""pancreatic cancer""]",[],"[""plant""]"
[],[],[]
"[""Chagas disease"", ""Leishmaniasis""]","[""quinolinequinones""]",[]
"[""cancer""]","[""carbazole alkaloids""]",[]
"[""cancer"", ""tumour"", ""malignancies""]","[""phenazine""]","[""plant""]"
"[""bacterial infections"", ""methicillin-resistant Staphylococcus aureus"", ""Mycobacterium tuberculosis""]",[],"[""bacteria""]"
"[""liver cancer""]",[],[]
"[""cancer""]","[""acetogenin""]",[]
"[""ovarian cancer""]",[],"[""plant""]"
[],[],[]
"[""inflammatory"", ""anticoagulant""]","[""terpenoids"", ""steroids"", ""sesquiterpenes""]","[""algae"", ""plant""]"
"[""antitumor"", ""neuroprotective"", ""antimicrobial"", ""antiviral"", ""antidiabetic"", ""antifouling"", ""anti-inflammatory""]",[],"[""coral""]"
[],[],[]
"[""cancer"", ""apoptosis""]",[],[]
[],"[""marine natural product""]",[]
"[""lung cancer""]","[""lipopeptide""]","[""marine""]"
[],[],"[""marine sources""]"
"[""cancer""]",[],[]
"[""HIV"", ""Ebola"", ""Marburg virus""]",[],"[""plant""]"
"[""type 1 diabetes""]","[""macrolide""]","[""plant""]"
"[""apoptosis"", ""ER stress""]","[""polyketide""]","[""cyanobacterium"", ""marine""]"
"[""Staphylococcus aureus""]","[""metallocarboxypeptidases-A and -B"", ""pepsin"", ""papain"", ""trypsin"", ""subtilisin""]","[""bacteria"", ""plant""]"
[],"[""xanthones"", ""antibiotics"", ""polyketides""]","[""marine invertebrates""]"
[],[],"[""fungus""]"
[],"[""terpenoids""]",[]
"[""neuroprotection"", ""anti-tumor""]","[""alkaloid""]","[""plant""]"
"[""cancer""]","[""polyketide synthase""]",[]
"[""MRSA"", ""bacterial infections"", ""fungal infections"", ""tumour""]",[],"[""bacteria"", ""fungus"", ""cyanobacteria""]"
"[""inflammatory disease""]",[],"[""plant""]"
[],[],"[""fungus""]"
[],[],[]
[],[],[]
"[""diabetic nephropathy""]",[],"[""plant""]"
[],[],"[""bacteria"", ""marine sponge"", ""bryozoan""]"
[],[],"[""plant""]"
[],"[""polyketide""]",[]
"[""microbial diseases""]","[""saponin""]","[""plant"", ""fungi"", ""bacteria"", ""actinomycetes""]"
"[""schizophrenia""]",[],"[""plant""]"
"[""Mycobacterium tuberculosis"", ""cancer""]",[],[]
[],[],"[""plant""]"
[],[],[]
[],[],[]
"[""antimicrobial resistance"", ""Ralstonia solanacearum"", ""Escherichia coli"", ""Staphylococcus sp.""]",[],"[""bacteria""]"
[],"[""polyketide"", ""alkaloid""]",[]
[],"[""polyketide""]","[""bacteria""]"
"[""tuberculosis""]",[],"[""bacteria"", ""alga""]"
[],[],"[""plant""]"
"[""colorectal cancer"", ""breast cancer"", ""skin cancer""]",[],"[""goat milk"", ""cancer cells""]"
"[""diabetes mellitus"", ""cancer""]",[],"[""plant""]"
"[""pituitary adenoma"", ""tumor"", ""cancer""]","[""isoquinoline alkaloids""]","[""plant""]"
"[""cancer"", ""Alzheimer's disease"", ""inflammation"", ""microbial infections""]","[""polyketide""]","[""plant"", ""bacteria""]"
[],[],"[""bacteria"", ""Actinobacteria""]"
[],"[""nostocyclopeptide""]",[]
"[""apoptosis""]",[],"[""cyanobacteria""]"
"[""Alzheimer's disease""]",[],"[""plant""]"
"[""breast cancer"", ""triple-negative breast cancer""]",[],[]
"[""malaria"", ""sleeping sickness"", ""Chagas disease"", ""leishmaniasis""]","[""phenylpropanoic acids"", ""flavonoids"", ""chlorogenic acids"", ""prenylated phenylpropanoic acids""]","[""plant""]"
"[""Trichomonas vaginalis""]","[""alkaloid""]","[""bee"", ""plant""]"
"[""cancer""]",[],[]
"[""cancer""]","[""phenylethanoid glycosides""]",[]
"[""Alzheimer's disease""]","[""alkaloids""]",[]
"[""cancer""]","[""alkaloid"", ""terpenoid"", ""phenolic""]","[""plant"", ""bacteria""]"
"[""cancer""]",[],"[""plant""]"
[],"[""triterpenoids""]",[]
"[""malaria"", ""breast cancer""]","[""polyketide""]","[""plant""]"
"[""neurotrophic activity""]",[],"[""bacteria"", ""marine actinobacteria""]"
[],[],[]
"[""bacterial infections""]",[],"[""bacteria"", ""plant""]"
[],[],[]
"[""antitumor"", ""cancer""]",[],[]
"[""chytridiomycosis""]","[""polyphenolic""]","[""bacteria"", ""fungus"", ""frog""]"
"[""obesity""]","[""pterocarpan""]","[""plant""]"
"[""Leishmaniasis"", ""fungal infection"", ""superficial mycoses""]",[],"[""plant"", ""fungus"", ""yeast"", ""dermatophytes""]"
"[""dengue""]",[],"[""mushroom"", ""mosquito""]"
"[""breast cancer"", ""prostate carcinoma"", ""bladder cancer""]",[],"[""plant"", ""bacteria""]"
"[""anticancer""]","[""macrolactins"", ""fijimicyns"", ""lynamicyns""]",[]
"[""antimicrobial infections""]",[],"[""bacteria"", ""marine bacteria"", ""Actinobacteria"", ""Actinomycetes""]"
"[""type 2 diabetes""]",[],"[""bacteria"", ""plant""]"
"[""ampicillin resistance"", ""gentamicin resistance"", ""chloramphenicol resistance"", ""trimethoprim resistance""]",[],"[""bacteria""]"
"[""atherosclerosis""]","[""terpenes"", ""steroids"", ""quinones""]","[""plant""]"
"[""leishmaniasis""]",[],"[""fungus""]"
"[""cancer"", ""tumor"", ""hypertension"", ""migraine"", ""parasitic diseases""]","[""triterpenoids""]","[""bacteria"", ""fungus""]"
"[""HIV""]",[],"[""plant"", ""bacteria""]"
"[""MRSA"", ""MDR-Mycobacterium tuberculosis"", ""malarial parasites Plasmodium spp.""]","[""polyketide synthase"", ""non-ribosomal peptide synthase""]","[""bacteria"", ""plant""]"
"[""methicillin-resistant Staphylococcus aureus"", ""Candida albicans""]",[],"[""bacteria""]"
[],[],[]
"[""depression"", ""Alzheimer's disease"", ""Parkinson's disease""]","[""polyketide""]",[]
"[""Micrococcus luteus"", ""IgE-mediated beta-hexosaminidase release""]",[],"[""actinomycete""]"
"[""cancer"", ""non-small cell lung carcinoma"", ""colorectal carcinoma"", ""glioblastoma""]",[],[]
[],[],[]
"[""methicillin-resistant Staphylococcus aureus"", ""vancomycin-resistant Enterococci""]","[""flavonoid""]","[""bacteria""]"
"[""SARS-CoV-2"", ""COVID-19""]","[""quinoline"", ""pyridophenanthridine"", ""pyridocarbazoles""]","[""plants""]"
"[""plasmodial disease"", ""prostate cancer""]",[],[]
[],[],[]
[],"[""alkaloid""]",[]
"[""stroke""]","[""polyphenols""]",[]
"[""herpes simplex virus type 1"", ""herpes labialis"", ""encephalitis""]","[""dipeptide"", ""peptide derivatives"", ""phenolic compounds""]",[]
"[""leukemia"", ""cancer""]","[""indolocarbazoles""]","[""plant""]"
"[""leukemia"", ""lung cancer""]",[],"[""actinomycetes"", ""plant""]"
"[""Burkitt lymphoma"", ""cancer""]",[],[]
[],"[""steroidal""]",[]
"[""liver cancer"", ""liver diseases""]",[],"[""plant""]"
"[""cancer""]",[],[]
"[""SARS-CoV-2""]",[],[]
"[""cancer""]","[""alkaloid""]","[""cyanobacteria"", ""plant""]"
"[""leishmaniasis""]",[],"[""plant""]"
"[""P388 lymphocytic leukemia""]","[""flavonoids"", ""quinolones"", ""naphthyridinones""]",[]
"[""cancer""]",[],[]
"[""ovarian cancer""]",[],[]
"[""Vibrio cholerae"", ""Escherichia coli"", ""Bacillus subtilis"", ""Bacillus licheniformis"", ""Pseudomonas fluorescens"", ""Salmonella enterica"", ""Shigella flexneri"", ""Shigella boydii""]",[],[]
"[""cancer"", ""leukemia""]","[""cyclodepsipeptide"", ""polyketide"", ""aurilide""]",[]
"[""cancer"", ""malaria""]",[],"[""cyanobacterium"", ""bacteria""]"
[],[],"[""bacteria"", ""soil""]"
[],[],"[""marine""]"
"[""Ebola virus infection"", ""Marburg virus""]",[],"[""plant""]"
"[""cough""]",[],"[""plant""]"
[],[],[]
"[""nerve cells"", ""hippocampal neurons""]","[""polyketide"", ""nonribosomal peptide""]","[""marine""]"
[],"[""alkaloids"", ""flavonoids"", ""terpenoids"", ""cardiac glycosides"", ""saponins"", ""phlobatannins"", ""steroids""]","[""bacteria""]"
"[""cancer"", ""diabetes"", ""cardiovascular disease""]",[],"[""plant""]"
"[""breast cancer""]","[""neolignan""]",[]
"[""Chagas disease"", ""Trypanosoma cruzi""]",[],[]
"[""peripheral vascular diseases"", ""inflammatory diseases""]","[""isoflavone""]","[""plant""]"
"[""bacterial infections""]","[""flavonoids""]","[""plant""]"
"[""breast cancer""]",[],[]
"[""cancer""]","[""diterpenoid""]",[]
"[""antibacterial"", ""cancer""]","[""alkaloid""]",[]
[],[],[]
"[""acute myeloid leukemia""]","[""alkaloids""]","[""cyanobacteria"", ""bacteria""]"
"[""COVID-19""]",[],[]
[],[],[]
"[""breast cancer"", ""TNBC""]",[],"[""plant""]"
[],[],[]
"[""ovarian cancer""]",[],[]
"[""cancer""]","[""triterpenes""]",[]
"[""cancer""]","[""alkaloid""]","[""plant""]"
"[""ovarian cancer""]",[],"[""plant""]"
[],[],[]
"[""mucositis"", ""tinea"", ""hemorrhoids"", ""psoriasis"", ""gastrohelcosis"", ""MRSA-infected skin wounds"", ""S. aureus"", ""P. aeruginosa""]","[""pyrroloquinolines""]","[""plant"", ""bacteria""]"
